Year,date,rainfall,tmax,tmin
1910,1/01/1910,0,37.671875,24.38964844
1910,2/01/1910,0,37.63183594,24.38964844
1910,3/01/1910,0,37.95214844,24.54003906
1910,4/01/1910,5.299804688,37.96191406,25.11035156
1910,5/01/1910,3.420898438,37.26171875,24.65039063
1910,6/01/1910,0.001953125,37.06152344,25.23046875
1910,7/01/1910,0.000976563,37.39160156,24.79003906
1910,8/01/1910,0,37.57226563,24.99023438
1910,9/01/1910,0,36.69238281,24.29980469
1910,10/01/1910,0,36.81152344,24.29003906
1910,11/01/1910,0,36.64160156,24.29980469
1910,12/01/1910,0,36.44238281,24.26953125
1910,13/01/1910,0,36.23242188,23.75
1910,14/01/1910,0,36.31152344,22.58984375
1910,15/01/1910,0,36.89160156,22.66992188
1910,16/01/1910,0,37.421875,23.23046875
1910,17/01/1910,0,37.76171875,23.48046875
1910,18/01/1910,0,38.30175781,23.65039063
1910,19/01/1910,0,38.53222656,24.8203125
1910,20/01/1910,0,37.48242188,25.19042969
1910,21/01/1910,0.002929688,36.79199219,24.54003906
1910,22/01/1910,0,36.671875,23.98046875
1910,23/01/1910,0,36.57226563,23.70996094
1910,24/01/1910,0.000976563,36.97167969,23.58984375
1910,25/01/1910,0,37.47167969,23.55957031
1910,26/01/1910,0,38.11230469,24.16015625
1910,27/01/1910,0,38.19238281,24.65039063
1910,28/01/1910,0,38.31152344,25
1910,29/01/1910,0,38.06152344,25.12011719
1910,30/01/1910,0,37.04199219,24.91015625
1910,31/01/1910,0,36.83203125,24.62011719
1910,1/02/1910,0,36.53515625,23.53320313
1910,2/02/1910,0,39.07519531,23.08300781
1910,3/02/1910,0,40.77539063,25.68261719
1910,4/02/1910,0,39.57519531,26.78320313
1910,5/02/1910,0,39.875,26.78320313
1910,6/02/1910,0,38.77539063,25.18261719
1910,7/02/1910,0,40.17480469,26.28320313
1910,8/02/1910,0,37.47460938,26.28320313
1910,9/02/1910,0.000976563,41.27539063,24.58300781
1910,10/02/1910,0,40.77539063,24.58300781
1910,11/02/1910,0,40.17480469,24.58300781
1910,12/02/1910,0,40.17480469,25.18261719
1910,13/02/1910,0,41.47460938,27.8828125
1910,14/02/1910,0.000976563,41.47460938,25.18261719
1910,15/02/1910,0,37.97460938,25.68261719
1910,16/02/1910,0,39.57519531,22.8828125
1910,17/02/1910,0,38.07519531,24.58300781
1910,18/02/1910,0,37.97460938,22.3828125
1910,19/02/1910,0.014648438,37.67480469,23.48339844
1910,20/02/1910,0.002929688,30.47460938,24.58300781
1910,21/02/1910,0.016601563,33.47460938,22.3828125
1910,22/02/1910,0.014648438,32.375,22.8828125
1910,23/02/1910,0.008789063,33.47460938,20.68261719
1910,24/02/1910,1.307617188,33.27539063,23.98339844
1910,25/02/1910,10.28222656,31.27539063,22.3828125
1910,26/02/1910,31.11621094,29.375,20.68261719
1910,27/02/1910,26.84667969,27.375,20.78320313
1910,28/02/1910,1.685546875,27.375,21.28320313
1910,1/03/1910,61.11425781,29.93554688,22.18164063
1910,2/03/1910,33.1796875,31.63574219,22.18164063
1910,3/03/1910,0.002929688,31.63574219,21.08203125
1910,4/03/1910,1.659179688,31.03613281,23.28222656
1910,5/03/1910,1.840820313,31.63574219,22.78222656
1910,6/03/1910,0,27.73632813,19.98242188
1910,7/03/1910,0,29.53613281,18.28222656
1910,8/03/1910,0,27.73632813,17.18164063
1910,9/03/1910,0,27.73632813,17.78222656
1910,10/03/1910,0,27.73632813,18.28222656
1910,11/03/1910,0,28.23632813,18.88183594
1910,12/03/1910,0,31.63574219,18.28222656
1910,13/03/1910,0,31.03613281,22.18164063
1910,14/03/1910,0,30.23632813,19.98242188
1910,15/03/1910,0,30.53613281,17.78222656
1910,16/03/1910,0,30.53613281,18.28222656
1910,17/03/1910,0,32.13574219,20.58203125
1910,18/03/1910,0.000976563,34.93554688,23.88183594
1910,19/03/1910,0,34.3359375,23.28222656
1910,20/03/1910,0,33.8359375,21.08203125
1910,21/03/1910,0,32.73632813,21.68164063
1910,22/03/1910,0,32.23632813,22.18164063
1910,23/03/1910,0,33.3359375,21.68164063
1910,24/03/1910,0,32.73632813,23.28222656
1910,25/03/1910,0,32.73632813,21.68164063
1910,26/03/1910,0,31.03613281,20.58203125
1910,27/03/1910,0,31.03613281,22.78222656
1910,28/03/1910,0,32.73632813,19.98242188
1910,29/03/1910,0,32.23632813,18.88183594
1910,30/03/1910,0,33.8359375,23.28222656
1910,31/03/1910,0,33.03613281,23.88183594
1910,1/04/1910,0,32.36230469,22.45019531
1910,2/04/1910,0,32.06152344,25.25
1910,3/04/1910,0,30.76171875,24.65039063
1910,4/04/1910,0,30.16210938,20.84960938
1910,5/04/1910,0,30.76171875,20.25
1910,6/04/1910,0,31.26171875,20.84960938
1910,7/04/1910,0,31.26171875,20.84960938
1910,8/04/1910,0.001953125,31.86230469,21.95019531
1910,9/04/1910,0.002929688,26.86230469,20.84960938
1910,10/04/1910,1.46875,24.06152344,19.65039063
1910,11/04/1910,0,23.46191406,18.54980469
1910,12/04/1910,0,27.96191406,17.45019531
1910,13/04/1910,0,30.76171875,20.25
1910,14/04/1910,0,31.26171875,22.45019531
1910,15/04/1910,0,31.86230469,20.84960938
1910,16/04/1910,0,31.26171875,20.25
1910,17/04/1910,0,31.26171875,19.65039063
1910,18/04/1910,0,31.86230469,20.25
1910,19/04/1910,0,31.86230469,22.45019531
1910,20/04/1910,0,31.86230469,20.84960938
1910,21/04/1910,0,31.86230469,20.25
1910,22/04/1910,0,31.86230469,18.54980469
1910,23/04/1910,0,31.86230469,14.65039063
1910,24/04/1910,0,32.36230469,15.84960938
1910,25/04/1910,0,32.96191406,17.45019531
1910,26/04/1910,0,32.36230469,18.04980469
1910,27/04/1910,0,32.36230469,18.54980469
1910,28/04/1910,0,32.96191406,16.95019531
1910,29/04/1910,0,32.36230469,18.54980469
1910,30/04/1910,0,32.36230469,21.95019531
1910,1/05/1910,0,30.96386719,21.7265625
1910,2/05/1910,0,30.96386719,20.62695313
1910,3/05/1910,0,29.86425781,20.62695313
1910,4/05/1910,0,29.86425781,18.92675781
1910,5/05/1910,0,29.86425781,18.32714844
1910,6/05/1910,0,29.26367188,17.82714844
1910,7/05/1910,0,29.86425781,18.32714844
1910,8/05/1910,0,30.46386719,18.32714844
1910,9/05/1910,0,28.76367188,16.12695313
1910,10/05/1910,0,27.06445313,16.7265625
1910,11/05/1910,0,27.6640625,15.02734375
1910,12/05/1910,0,29.86425781,12.2265625
1910,13/05/1910,0,29.86425781,11.12695313
1910,14/05/1910,0,30.96386719,12.82714844
1910,15/05/1910,0,32.06445313,14.42675781
1910,16/05/1910,0,32.6640625,17.2265625
1910,17/05/1910,0,31.56445313,21.12695313
1910,18/05/1910,0,28.76367188,19.42675781
1910,19/05/1910,0,29.26367188,17.2265625
1910,20/05/1910,0,30.46386719,20.02734375
1910,21/05/1910,0,27.06445313,16.12695313
1910,22/05/1910,0,28.1640625,16.7265625
1910,23/05/1910,0,29.26367188,16.12695313
1910,24/05/1910,0,29.26367188,15.62695313
1910,25/05/1910,0,29.26367188,13.32714844
1910,26/05/1910,0,32.06445313,16.7265625
1910,27/05/1910,0,27.06445313,19.42675781
1910,28/05/1910,0,27.6640625,16.7265625
1910,29/05/1910,0,23.1640625,16.12695313
1910,30/05/1910,0,23.76367188,13.92675781
1910,31/05/1910,0,23.1640625,12.2265625
1910,1/06/1910,0,21.90234375,11.15234375
1910,2/06/1910,0,20.80175781,11.15234375
1910,3/06/1910,0,20.80175781,10.55175781
1910,4/06/1910,0,18.50195313,7.751953125
1910,5/06/1910,0,19.6015625,6.15234375
1910,6/06/1910,0,23.50195313,8.8515625
1910,7/06/1910,0,24.6015625,9.452148438
1910,8/06/1910,0,25.80175781,8.3515625
1910,9/06/1910,0,26.90234375,5.551757813
1910,10/06/1910,0,28.50195313,8.3515625
1910,11/06/1910,0,29.1015625,12.25195313
1910,12/06/1910,0,21.30175781,15.55175781
1910,13/06/1910,0,21.30175781,14.45214844
1910,14/06/1910,0,25.80175781,14.45214844
1910,15/06/1910,2.752929688,26.90234375,16.15234375
1910,16/06/1910,0,27.40234375,15.55175781
1910,17/06/1910,0,28.50195313,16.65234375
1910,18/06/1910,0,28.50195313,17.25195313
1910,19/06/1910,0,27.40234375,18.3515625
1910,20/06/1910,0,27.40234375,16.65234375
1910,21/06/1910,4.25390625,25.20214844,16.65234375
1910,22/06/1910,0,28.00195313,17.75195313
1910,23/06/1910,1.250976563,24.6015625,17.75195313
1910,24/06/1910,0.001953125,25.80175781,14.95214844
1910,25/06/1910,0,23.50195313,12.25195313
1910,26/06/1910,0,24.1015625,8.8515625
1910,27/06/1910,0,26.90234375,9.952148438
1910,28/06/1910,0,30.20214844,11.65234375
1910,29/06/1910,0,30.80175781,13.3515625
1910,30/06/1910,0,32.40234375,13.8515625
1910,1/07/1910,0,30.98046875,14.75195313
1910,2/07/1910,0,30.98046875,14.75195313
1910,3/07/1910,0,30.98046875,17.05175781
1910,4/07/1910,0,30.48046875,18.15234375
1910,5/07/1910,0,27.08007813,18.65234375
1910,6/07/1910,0.001953125,28.78027344,17.05175781
1910,7/07/1910,0,27.6796875,15.3515625
1910,8/07/1910,0,24.28027344,15.3515625
1910,9/07/1910,0,29.28027344,13.65234375
1910,10/07/1910,0,32.08007813,17.55175781
1910,11/07/1910,0,30.98046875,19.25195313
1910,12/07/1910,0,31.58007813,18.15234375
1910,13/07/1910,0,32.08007813,15.95214844
1910,14/07/1910,0,27.6796875,18.65234375
1910,15/07/1910,0,23.1796875,14.75195313
1910,16/07/1910,0,18.78027344,11.45214844
1910,17/07/1910,0,17.6796875,7.551757813
